Name,released,ratings,metacritic,esrb
Life is Feudal: Your Own,2015-11-17,2.69,63.0,None
Superfrog HD,2013-08-06,2.25,,None
King Arthur II: The Role-Playing Wargame,2012-01-27,2.73,66.0,None
Invasion,2015-09-18,2.07,,None
Oknytt,2013-07-08,3.2,61.0,None
Schein,2014-07-13,2.15,,None
99Vidas,2016-12-22,2.98,69.0,None
NBA 2K17: The Prelude,2016-09-09,2.51,,Everyone
Alien Spidy,2012-09-26,2.64,,None
Depth Hunter 2: Deep Dive,2014-08-20,2.38,,None
Crowntakers,2014-11-07,2.38,70.0,Teen
Farming Simulator 17,2016-10-24,3.81,69.0,Everyone 10+
Trials Evolution: Gold Edition,2013-03-21,3.9,85.0,None
Two Brothers,2013-11-11,0.0,57.0,None
Concrete Jungle,2015-09-23,3.67,76.0,None
Famaze,2014-05-05,2.64,,None
Yellow: The Yellow Artifact,2016-06-07,1.35,,None
Power-Up,2014-02-26,1.56,,None
Ethan: Meteor Hunter,2013-10-21,2.89,,None
Shop Heroes,2015-09-14,2.66,,Everyone 10+
Card City Nights,2014-02-13,2.94,,None
Save Jesus,2016-08-04,2.05,,None
Axis Game Factory's AGFPRO v3,2013-11-19,2.18,,None
Fly'N,2012-11-09,2.94,80.0,None
Caveman World: Mountains of Unga Boonga,2016-04-26,2.11,,None
Guns n Zombies,2014-06-02,2.71,,None
Super Motherload,2013-11-15,3.31,,Everyone 10+
Boring Man - Online Tactical Stickman Combat,2015-02-20,2.0,,None
AdventureQuest 3D,2016-10-19,3.33,,None
Warriors of Vilvatikta,2016-08-26,1.73,,None
Face Noir,2012-12-14,2.44,59.0,None
Space Hulk: Deathwing,2016-12-14,2.92,58.0,Mature
Egyptian Senet,2015-08-20,0.0,,None
Space Beret,2016-10-25,1.38,,None
DEAD OR ALIVE 5 Last Round,2015-02-17,3.83,,None
Ninja Pizza Girl,2015-09-30,2.76,82.0,Everyone 10+
Shadows: Price For Our Sins Bonus Edition,2013-10-24,2.11,,None
Takedown: Red Sabre,2013-09-20,1.91,34.0,None
The Albino Hunter,2015-03-11,1.67,,None
Pixel Heroes: Byte & Magic,2015-02-06,2.2,,None
Choice Chamber,2015-07-16,2.43,,None
The Book of Unwritten Tales: The Critter Chronicles,2012-12-04,3.15,73.0,None
Unforgiving Trials: The Space Crusade,2016-10-07,2.11,,None
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014-09-11,3.64,61.0,None
Madden NFL 15,2014-08-26,2.87,,Everyone
Highway Blossoms,2016-06-16,3.22,,None
Tales of Xillia,2013-08-06,3.95,,Teen
Star Trek,2013-04-23,2.44,,Teen
Tower 57,2016-03-31,3.53,,None
Armikrog,2015-09-29,3.12,57.0,None
Heroes of the Storm,2015-06-02,3.74,86.0,Teen
BADLAND,2013-04-04,3.71,,None
Fieldrunners 2,2012-07-19,3.62,73.0,None
Half-Life: A Place in the West,2016-09-29,3.3,,None
High On Racing,2015-05-25,1.4,,None
Final Quest,2016-08-17,1.36,,None
Magic: The Gathering - Duels of the Planeswalkers 2013,2012-06-19,3.73,77.0,Teen
Princess.Loot.Pixel.Again,2016-04-15,2.89,,None
Fingerbones,2014-03-22,2.5,,None
Zack Zero,2012-01-11,3.0,,Everyone 10+
Redactem,2016-08-01,1.35,,None
One Way To Die,2015-09-01,2.31,,None
Hyper color ball,2016-09-02,1.77,,None
Insanity Clicker,2016-06-07,2.55,,None
WWE 2K15,2014-09-30,2.92,,None
Pool Nation FX Lite,2015-12-07,2.59,,None
Victim of Xen,2014-05-21,1.44,,None
Air Conflicts: Pacific Carriers,2012-09-21,2.44,,None
Frosty Kiss,2016-01-08,3.66,,None
Dark Matter,2013-10-17,2.24,,None
Penarium,2015-09-22,3.2,80.0,None
Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,2015-10-30,3.85,,None
Bloodsports.TV,2015-03-30,2.1,69.0,None
Clockwork Tales: Of Glass and Ink,2014-01-29,3.36,,Teen
Reset 1-1,2016-08-30,1.92,,None
Scrap Mechanic,2016-01-19,3.94,,None
"7,62 High Calibre",2014-04-30,3.59,,None
The Legend of Heroes VIII: Trails of Cold Steel,2013-09-26,3.96,79.0,Teen
Keen Dreams,2015-09-28,2.25,,None
PHANTOM BREAKER: BATTLE GROUNDS,2014-03-13,3.59,64.0,Everyone 10+
Enigmatis 2: The Mists of Ravenwood,2013-09-24,3.37,,None
Monster Puzzle,2016-12-08,1.7,,None
SHOGUN: Total War - Collection,2015-06-25,3.48,,None
Mortal Online,2015-08-31,2.52,,None
Avernum: Escape From the Pit,2012-04-11,2.82,76.0,None
Shape Shifter,2016-07-07,1.6,,None
Tilt Brush,2016-04-05,4.08,,None
Just Dance 2017,2016-10-25,3.85,,Everyone 10+
School of Dragons,2013-12-19,2.84,,Everyone 10+
HEX: Shards of Fate,2016-04-19,3.12,87.0,None
Magicite,2014-06-09,3.69,,None
Astebreed,2014-05-29,3.44,86.0,None
King's Guard TD,2016-06-08,1.87,,None
Wanderlust: Rebirth,2012-07-27,2.57,,None
Crimzon Clover: World Ignition,2014-06-05,3.73,85.0,None
The Old Tree,2015-01-26,2.73,,None
Dream Of Mirror Online,2015-08-14,1.62,,None
Dead Island Retro Revenge,2016-05-31,2.79,,None
Turbo Pug 3D,2016-09-20,1.64,,None
Drift Streets Japan,2015-12-21,2.79,,None
Leviathan: The Last Day of the Decade,2014-11-18,3.06,,None
Oozi: Earth Adventure,2013-12-05,2.69,66.0,None
ModNation Racers: Road Trip,2012-02-07,3.23,,Everyone 10+
Accounting,2016-10-18,3.81,,None
Duet,2015-08-03,4.0,,None
FootLOL: Epic Fail League,2013-08-07,2.62,,None
Cube Runner,2016-12-13,1.95,,None
Timore Inferno,2016-06-02,1.67,,None
Coffin Dodgers,2015-07-08,2.36,,None
Five Nights at Freddy's 3,2015-03-02,2.87,68.0,None
Unbox,2016-09-05,3.29,68.0,None
Thinking with Time Machine,2014-04-18,3.43,,None
Skyward Collapse,2013-05-23,2.57,64.0,None
Doki-Doki Universe,2013-11-12,2.9,,None
Strayed,2016-05-07,1.55,,None
Post Master,2014-03-07,1.67,,None
Madden NFL 16,2015-08-25,2.96,,None
Color Symphony,2014-09-15,2.71,,Everyone 10+
Drive Megapolis,2016-08-24,1.44,,None
Planet Alcatraz,2014-04-16,3.74,,None
Super Mario 3D World,2013-11-21,4.38,93.0,Everyone
Champions of Regnum,2012-12-20,1.44,,None
Western Press,2016-04-21,2.89,,Teen
Avernum 6,2012-05-11,2.4,,None
eden*,2015-01-30,3.0,,None
Cultures - 8th Wonder of the World,2015-03-26,3.29,,None
Final Quest II,2016-10-18,2.27,,None
BrainBread 2,2016-07-20,2.06,,None
Avernum 4,2012-05-11,2.22,,None
1001 Spikes,2014-06-03,3.65,80.0,Teen
Solarix,2015-04-30,2.4,,None
The Deed: Dynasty,2016-05-10,2.06,,None
Sorcery! Parts 1 and 2,2016-02-02,2.93,69.0,None
Dusty Revenge:Co-Op Edition,2014-02-17,2.5,,None
NVIDIA VR Funhouse,2016-07-14,2.9,,None
Modern Combat 5,2014-07-24,2.32,,Mature
Spellweaver,2016-02-01,2.61,63.0,None
Jet Racing Extreme,2015-07-14,1.8,,None
Governor of Poker 3,2016-02-19,2.94,,None
Darkout,2013-01-09,3.11,55.0,None
Joana's Life,2016-09-01,1.5,,None
Elegy for a Dead World,2014-12-10,2.47,,None
The Dweller,2016-05-19,1.58,,None
Digger Online,2015-06-02,1.91,,None
Nightmares from the Deep 2: The Siren`s Call,2013-07-23,3.44,69.0,Everyone 10+
Cultures - Northland,2015-03-26,3.2,,None
Star Fields,2016-08-06,1.6,,None
Russian Horror Story,2015-11-02,1.86,,Adults Only
Persona 4 Arena Ultimax,2014-08-28,3.87,,Teen
Caravan,2016-09-29,2.59,,None
Glass Wing,2015-06-24,2.17,,None
Alpha Runner,2015-09-02,2.62,,None
Doorways: Prelude,2013-09-20,3.0,,None
Biodrone Battle,2015-07-16,1.62,,None
Plug & Play,2015-02-02,3.7,,None
$1 Ride,2016-07-28,1.5,,None
Avernum 5,2012-05-11,2.0,,None
Shattered Haven,2013-03-17,2.43,59.0,None
Element4l,2013-05-24,2.87,77.0,Everyone 10+
Giana Sisters: Twisted Dreams - Director's Cut,2014-12-09,2.92,,None
Midnight Carnival,2016-11-22,1.8,,None
Super Galaxy Squadron EX Turbo,2015-01-23,3.12,,None
Charlie's Adventure,2016-11-29,1.94,,None
Sakura Swim Club,2015-09-11,3.08,,None
Luna's Wandering Stars,2015-05-15,2.18,,None
Galcon Legends,2014-01-13,2.91,,None
Moon Breakers,2012-05-17,1.55,,None
how do you Do It?,2015-02-27,2.48,,None
The Solus Project,2016-06-06,3.51,68.0,None
Lumines Electronic Symphony,2012-02-14,3.71,,Everyone 10+
Candle: The Power of the Flame,2016-11-10,3.55,80.0,None
Sword of the Stars II: Enhanced Edition,2012-11-30,2.4,65.0,None
Agarest: Generations of War,2013-10-03,3.23,45.0,Teen
Labyrinthine Dreams,2015-05-26,2.44,,None
LASER DISCO DEFENDERS,2016-08-02,2.45,,Everyone 10+
Gunscape,2016-03-01,1.93,,Teen
Fairy Fencer F,2013-10-10,3.25,66.0,None
Face It - A game to fight inner demons,2015-07-09,1.77,,None
Ballistick,2016-10-14,2.07,,None
I Expect You To Die,2016-12-13,4.34,76.0,Teen
Antenna,2016-04-07,2.59,,None
Defense Grid 2,2014-09-23,3.06,,None
Germ Wars,2016-11-21,2.1,,None
Zup! 2,2016-12-05,2.4,,None
HoPiKo,2015-09-24,2.67,82.0,Everyone 10+
Lone Survivor,2012-04-24,3.61,,None
Project Spark,2014-10-07,2.56,,None
Q*Bert: Rebooted,2014-07-01,2.34,,Everyone 10+
Town of Night,2016-11-17,1.55,,None
HotLead,2015-11-06,1.55,,None
Dinosaur Hunt,2015-09-17,2.05,,None
Frederic: Resurrection of Music Director's Cut,2016-04-21,2.18,,None
Starward Rogue,2016-01-22,1.71,,None
Risky Rescue,2015-05-21,2.36,,None
Order of Battle: World War II,2015-04-29,2.57,81.0,None
Max Gentlemen,2014-08-21,2.5,,Teen
Dracula 3: The Path of the Dragon,2014-04-17,2.59,,None
Letter Quest: Grimm's Journey Remastered,2015-08-05,3.28,,Everyone
Avernum 2: Crystal Souls,2015-01-13,2.17,78.0,None
WORLD END ECONOMiCA episode.01,2014-05-04,2.5,,None
Cossacks 3,2016-09-19,3.58,63.0,Teen
Indie Game Battle,2015-10-29,1.67,,None
Adorables,2016-03-30,1.55,,None
There's Poop In My Soup,2016-03-14,2.42,,None
TransOcean: The Shipping Company,2014-09-23,2.44,,None
Grim Legends 2: Song of the Dark Swan,2014-09-26,3.33,,Teen
The Masterplan,2015-06-03,3.08,68.0,Mature
InMind VR,2015-01-19,2.0,,None
Phoenix Force,2014-11-13,2.91,,None
Platformines,2014-03-28,2.42,67.0,None
99 Levels To Hell,2013-02-25,2.67,66.0,None
"Hamlet or the Last Game without MMORPG Features, Shaders ...",2012-10-22,2.94,,None
Hyper Void,2014-08-01,2.18,,Everyone 10+
Abyss: The Wraiths of Eden,2014-04-03,3.34,,Teen
Galactic Arms Race,2014-06-05,1.73,,None
Ecolibrium,2012-09-12,1.9,,Everyone 10+
The Pirate: Caribbean Hunt,2016-06-04,2.39,,Teen
Magic: Duels of the Planeswalkers 2015,2014-07-09,3.44,60.0,None
Atari Vault,2016-03-24,3.0,,None
TeraBlaster,2015-07-10,0.0,,None
Electronic Super Joy: Groove City,2014-06-06,3.93,,Mature
Castle of Illusion Starring Mickey Mouse,2013-09-03,3.84,,Everyone 10+
Dead Star,2015-12-14,1.89,,None
Dungeon-Party,2013-03-13,1.55,,None
Kabitis,2016-06-02,0.0,,None
Cloud Knights,2015-04-27,2.83,,Teen
Eidolon,2014-08-01,3.23,64.0,None
Edge of Space,2015-09-17,2.24,,None
Droid Assault,2013-01-09,2.86,,None
RPG Maker XP,2013-12-13,3.35,,None
X Rebirth,2013-11-14,3.03,33.0,Teen
Disney Epic Mickey 2: The Power of Two,2012-03-20,3.13,59.0,Everyone 10+
Small Radios Big Televisions,2016-11-08,2.94,67.0,Everyone 10+
"Pokémon Black 2, White 2",2012-10-07,4.29,,Everyone
Coma: Mortuary,2014-05-12,2.08,,None
Men of War: Condemned Heroes,2012-03-30,3.36,57.0,None
If My Heart Had Wings,2014-11-24,3.82,,Everyone
Without Within,2015-01-22,2.81,,None
Ubinota,2015-03-04,1.58,,None
The Marvellous Miss Take,2014-11-19,3.0,69.0,Teen
Reveal The Deep,2015-12-04,2.59,,Teen
Captain Toad: Treasure Tracker,2014-11-13,4.12,81.0,Everyone
Real Boxing,2012-11-15,3.15,,Teen
Farming Simulator 15,2014-10-30,3.55,64.0,None
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,2015-02-26,4.0,,None
Megadimension Neptunia VII,2015-04-23,3.49,,None
Batla,2015-05-14,2.32,,None
Suits: A Business RPG,2016-01-05,2.84,,None
Tales of the Orient: The Rising Sun,2015-02-27,2.44,,None
Velocibox,2014-09-08,3.33,,Everyone 10+
Dev Guy,2015-05-20,2.44,,None
Tap Tap Infinity,2015-07-17,2.0,,None
Passing Pineview Forest,2014-11-21,1.92,,None
The King of Fighters XIV,2016-08-23,3.7,,Teen
Brick-Force,2014-12-11,1.72,,None
"About Love, Hate and the other ones",2012-10-23,3.05,,None
Razortron 2000,2016-10-12,1.83,,None
Angry Video Game Nerd Adventures,2013-09-20,3.63,77.0,None
Earth 2140,2012-06-28,2.55,,None
STAR WARS: TIE Fighter Special Edition,2015-04-28,3.27,,None
Ratchet & Clank: Into the Nexus,2013-11-06,3.92,,Everyone 10+
Double Dragon Trilogy,2013-12-05,3.08,,None
RWBY: Grimm Eclipse,2016-07-05,3.33,,None
Richard & Alice,2013-02-20,3.67,70.0,None
Three Dead Zed,2014-07-07,2.08,,None
Mobile Astro,2016-12-15,2.0,,None
Sinless + OST,2015-12-16,2.36,,None
"House of 1,000 Doors: Family Secrets Collector's Edition",2014-04-07,2.89,,None
Yelaxot,2015-01-19,2.5,,None
Pro Evolution Soccer 2017,2016-09-13,3.75,69.0,Everyone 10+
Bloo Kid 2,2014-03-06,2.11,,None
Medusa's Labyrinth,2016-02-15,2.35,,None
The Bug Butcher,2016-01-19,3.28,81.0,None
Party of Sin,2012-12-13,2.23,,None
Pro Evolution Soccer 2015,2014-11-11,3.33,,Everyone 10+
Ultimate Tic-Tac-Toe,2015-04-28,2.23,,None
Luxor Evolved,2012-02-23,2.67,,None
Team Indie,2014-10-08,2.17,,None
Ironclad Tactics,2013-09-18,3.5,69.0,Teen
Subject 13,2015-05-27,3.0,59.0,None
Magma Tsunami,2016-06-01,1.57,,None
Eldevin,2013-11-28,3.06,,Teen
Sunrider: Liberation Day - Captain's Edition,2016-03-04,3.17,,None
ROCK BAND 4,2015-10-06,4.21,,None
Higurashi When They Cry Hou - Ch.2 Watanagashi,2015-11-13,4.23,,None
Solstice,2016-03-22,2.77,,None
Blackbay Asylum,2014-08-01,1.57,,None
F1 2016,2016-08-18,3.9,86.0,Everyone
Twilight Struggle,2016-04-13,4.0,,None
Empyrion - Galactic Survival,2015-08-05,3.68,,None
Axis Football 2015,2015-07-15,1.33,,None
Digimon Masters Online,2016-11-03,2.3,,None
Tetrobot and Co.,2013-10-15,3.7,72.0,Everyone 10+
Snakebird,2015-05-04,4.0,,None
The Amazing Spider-Man 2,2014-04-17,2.95,54.0,Teen
Steam Marines,2014-09-24,2.17,,None
Damned,2014-10-06,2.24,,None
Space Pirate Trainer,2016-04-05,3.64,,Teen
Karateka,2012-11-07,3.18,48.0,None
When Vikings Attack!,2012-11-06,2.44,,Everyone 10+
Tengami,2014-02-20,3.64,57.0,None
Fiesta Online,2014-04-28,1.22,,None
Through the Woods,2016-10-26,3.21,63.0,None
Alpha Polaris: A Horror Adventure Game,2015-10-21,2.82,,Mature
Delver,2013-09-06,3.48,,Teen
Sparkle ZERO,2016-03-14,2.0,,Everyone 10+
The God's Chain,2016-08-14,1.0,,None
Nightmares from the Deep 3: Davy Jones,2014-03-26,3.41,72.0,Teen
Game Character Hub,2014-05-23,2.73,,None
klocki,2016-07-13,3.52,,None
The Note,2015-07-23,1.67,,None
Lone Leader,2016-10-28,1.83,,None
Wild Island Quest,2015-09-04,1.33,,None
Rocketbirds 2: Evolution,2016-04-26,2.67,,Teen
Actual Sunlight,2014-04-03,2.79,77.0,None
Aurion: Legacy of the Kori-Odan,2016-04-14,1.43,69.0,None
"Planes, Bullets and Vodka",2016-12-13,1.92,,None
STAR WARS - X-Wing Special Edition,2015-04-28,3.06,,None
Guilty Gear Isuka,2014-01-16,3.59,,None
The Raven - Legacy of a Master Thief,2013-07-23,3.21,74.0,Teen
High Octane Drift,2016-10-14,2.67,,None
Sid Meier's Starships,2015-03-12,2.65,64.0,Teen
Sword Art Online Re: Hollow Fragment,2015-07-28,2.92,,Teen
The Last Express Gold Edition,2013-11-21,3.88,82.0,None
Back to Dinosaur Island,2015-11-18,2.36,,None
CAPCOM ARCADE CABINET,2013-02-19,2.96,,Teen
Spellsworn,2015-11-02,3.15,,None
The Curious Expedition,2016-09-02,4.0,74.0,None
Noct,2015-10-21,2.65,,None
Disney Infinity,2013-08-18,3.07,73.0,Everyone 10+
Diehard Dungeon,2014-03-05,2.53,,None
How To Survive: Third Person Standalone,2015-07-02,2.94,,None
PRICE,2016-09-15,2.91,,None
Doorways: The Underworld,2014-09-17,2.86,,None
ROSE Online,2012-10-23,2.0,,None
The Last Door: Season 2 - Collector's Edition,2016-03-29,3.4,85.0,Teen
INTERSHELTER,2016-11-20,2.17,,None
Malicious,2012-02-08,2.64,,Teen
So Many Cubes,2016-10-06,1.7,,None
Rayman 3 HD,2012-03-21,3.88,,Everyone 10+
Bloody Walls,2016-09-28,2.86,,None
Batman: Arkham Origins Blackgate,2013-10-25,3.09,,Teen
Hypnospace Outlaw,2015-12-21,4.33,,None
Escape Goat 2,2014-03-23,3.35,76.0,Everyone 10+
Thea: The Awakening,2015-11-19,3.36,73.0,None
StarMade,2014-12-04,2.46,,None
Lunar Flight,2012-01-15,2.67,,None
Cherry Tree High Comedy Club,2012-11-08,2.45,,None
Heaven Forest - VR MMO,2016-12-14,1.57,,None
Cradle,2015-07-24,3.8,65.0,None
Airstrike HD,2016-03-23,1.44,,None
Creeper World 3: Arc Eternal,2014-03-27,4.39,,None
Detective Case and Clown Bot in: Murder in the Hotel Lisbon,2014-07-17,3.3,,None
Bedlam,2015-08-04,2.55,54.0,None
20XX,2014-11-25,3.71,,Everyone 10+
Unstoppable Gorg,2012-01-19,2.42,73.0,Everyone 10+
Madden NFL 17,2016-08-23,3.13,,Everyone
Red Trigger,2016-07-08,2.32,,None
Weapons Genius,2015-07-08,1.6,,None
Space Codex,2016-05-17,1.25,,None
Puzzles Under The Hill,2014-09-09,1.57,,Everyone 10+
Kill The Bad Guy,2014-05-28,3.09,,None
Gemini: Heroes Reborn,2016-01-18,3.22,54.0,Mature
Game Corp DX,2015-10-02,2.96,,None
Red Comrades Save the Galaxy: Reloaded,2016-02-18,4.02,,None
Resistance: Burning Skies,2012-05-29,3.37,,Mature
CaesarIA,2015-01-20,3.33,,None
Postmortem: One Must Die (Extended Cut),2013-12-03,2.5,,None
Magic 2013,2012-06-20,2.85,,Teen
Chimpact 1 - Chuck's Adventure,2016-11-11,1.93,,None
Duke of Alpha Centauri,2016-12-28,2.22,,None
Last Word,2015-05-08,2.85,67.0,None
Guardian's Oath,2016-09-28,1.5,,None
The District,2015-03-31,1.67,,None
House of 1000 Doors: The Palm of Zoroaster Collector's Edition,2014-07-08,2.56,,None
Final Dusk,2014-12-12,1.44,,None
Jagged Alliance: Crossfire,2012-08-24,2.89,63.0,None
Frobisher Says!,2012-05-02,2.98,,Everyone 10+
Oh...Sir! Prototype,2015-12-21,2.47,64.0,None
Jigoku Kisetsukan: Sense of the Seasons,2015-05-12,2.38,,None
The Falling Sun,2015-04-07,1.8,,None
Scrap Garden - The Day Before,2016-10-07,2.56,,None
The Escapists: The Walking Dead,2015-09-29,2.69,66.0,None
Echoes+,2015-01-15,2.25,,None
Apotheon Arena,2015-12-08,2.87,,None
Dogfight 1942,2012-09-05,2.54,,None
Bridge Constructor Medieval,2014-04-30,3.36,,None
ABC Coloring Town,2013-02-23,1.44,,Everyone 10+
Mahjong Deluxe 3,2016-04-22,2.0,,Everyone 10+
VIRTUA FIGHTER 5 FINAL SHOWDOWN,2012-05-29,3.36,78.0,Teen
Containment: The Zombie Puzzler,2012-03-02,2.3,,None
Cat Simulator,2016-02-12,2.75,,Teen
Monochroma,2014-01-30,3.4,55.0,Teen
Raw Data,2016-07-14,3.54,,Teen
Turbo Dismount,2014-05-21,3.71,,None
Shufflepuck Cantina Deluxe,2013-12-06,2.7,,None
Atonement 2: Ruptured by Despair,2016-10-18,2.11,,None
NORTH,2016-04-27,2.18,66.0,Everyone
Kung Fu Panda: Showdown of Legendary Legends,2015-12-15,2.26,,Everyone 10+
Spakoyno: Back to the USSR 2.0,2016-02-15,1.55,,None
JumpBall,2016-10-24,1.67,,None
Fall of Civilization,2016-09-19,1.8,,None
Bear With Me,2016-08-08,3.97,,None
Run Sackboy! Run!,2014-10-25,2.74,,None
Game of Thrones - Episode 1: Iron from Ice,2014-12-02,3.24,,Mature
Dino Run DX,2015-09-29,3.29,,None
CAT Interstellar,2015-08-28,2.46,,Everyone 10+
Star Crusade CCG,2016-09-07,2.44,,Everyone 10+
Radiator 2,2016-06-16,3.43,,None
Pixel Puzzles 2: Birds,2015-02-20,2.25,,None
Victory: The Age of Racing,2016-02-12,2.5,,None
Blood Bowl: Chaos Edition,2012-10-11,2.92,,None
The Park,2015-10-26,3.15,67.0,Mature
Glorkian Warrior: The Trials Of Glork,2014-11-12,2.71,,None
Extreme Exorcism,2015-09-23,2.8,75.0,None
Bounty Train,2015-08-25,3.14,66.0,None
Alex Hunter - Lord of the Mind Platinum Edition,2013-12-03,2.25,,None
Pirate Pop Plus,2016-10-20,2.25,65.0,None
Grimind,2014-02-13,2.36,,None
Two Digits,2015-05-22,2.15,,None
Transport Fever,2016-11-07,3.92,71.0,Everyone 10+
Gateways,2012-09-12,3.0,72.0,None
Mindless Running,2016-02-22,1.81,,None
Dead Effect 2,2015-10-28,2.93,53.0,None
Forward to the Sky,2015-01-29,2.44,,None
Letter Quest: Grimm's Journey,2014-02-05,3.0,73.0,Everyone 10+
Disciples Sacred Lands Gold,2014-10-07,3.97,,None
Blockland,2013-12-16,2.85,,None
WARRIORS OROCHI 3 Ultimate,2013-09-26,3.0,,None
Lost Chronicles of Zerzura,2014-07-10,2.75,,None
Desktop Dungeons,2013-11-07,3.38,82.0,None
Hyperdimension Neptunia U: Action Unleashed,2014-08-28,3.0,,Teen
Defend The Highlands,2015-07-31,1.33,,None
YOU DON'T KNOW JACK Vol. 2,2013-11-05,3.36,,None
The Silver Case,2016-10-06,3.73,67.0,Mature
Strike Vector,2014-01-28,3.19,73.0,None
Murasaki Baby,2014-09-16,3.28,,Everyone 10+
Darkness Within 1: In Pursuit of Loath Nolder,2014-11-14,3.7,,None
Nostradamus: The Last Prophecy,2014-04-24,4.0,70.0,None
Deadly Sin 2,2014-05-12,2.18,,None
Blood of the Werewolf,2013-07-10,2.47,65.0,Teen
Mini Golf Mundo,2016-05-10,1.25,,None
Bridge Project,2012-09-20,2.58,,None
Seduce Me the Otome,2015-06-04,3.0,,Mature
The Tomorrow Children,2016-10-25,2.5,54.0,Teen
Written in the Sky,2015-11-09,2.4,,Mature
Rise of Flight United,2013-09-05,3.1,77.0,None
Yargis - Space Melee,2015-06-30,0.0,,None
Awkward Dimensions Redux,2016-10-21,2.46,,None
True or False,2016-09-16,1.93,,None
Cosmic DJ,2014-05-16,2.88,,Everyone 10+
Mahjong Destiny,2014-07-02,2.0,,None
Evil Maze | 恶魔迷宫 | 惡魔迷宮,2016-06-17,2.0,,None
Elemental: Fallen Enchantress,2012-10-23,2.6,78.0,None
Escape Goat,2012-06-13,3.26,,None
Farming Simulator 2013 Titanium Edition,2013-10-09,3.08,,None
Avalanche 2: Super Avalanche,2015-06-11,2.83,,None
Pandemic: The Board Game,2013-10-03,3.42,83.0,Everyone
Scania Truck Driving Simulator,2014-02-27,3.28,,None
Doorways: Holy Mountains of Flesh,2016-08-10,2.0,,None
1993 Space Machine,2016-03-28,2.0,,None
Escape Dead Island,2014-11-18,2.77,52.0,None
NBA 2K13,2012-10-02,3.59,,Everyone 10+
Dark Arcana: The Carnival,2014-10-28,3.29,,Teen
Foreign Legion: Multi Massacre,2012-07-09,2.73,,None
The Lost Mythologies,2016-01-28,2.43,,None
Istrolid,2016-05-06,2.62,,None
Chess Knight 2,2016-09-11,2.0,,None
Pepe Porcupine,2015-05-23,1.5,,Everyone 10+
Divine Souls F2P MMO,2014-08-15,1.8,,None
One More Dungeon,2015-11-23,2.93,,Everyone 10+
Dungeon Escape,2016-05-27,2.31,,None
VEGA Conflict,2015-04-29,2.36,,Everyone 10+
Remnants Of Isolation,2015-05-01,0.0,,None
Wishmaster,2016-01-21,1.81,,None
TorqueL,2015-01-22,2.47,,Everyone 10+
Madden NFL 25,2013-08-27,3.09,,Everyone
AXYOS,2014-10-31,2.12,,None
Pink Hour,2015-10-28,3.82,,None
Universe Sandbox ²,2015-08-24,4.03,,None
Zoo Park,2014-06-13,2.33,,None
#IDARB,2015-01-30,3.19,,Everyone
Fantastic 4 In A Row 2,2016-08-15,2.0,,None
Bayla Bunny,2016-06-13,1.5,,None
Mahsung Deluxe,2014-10-05,1.67,,None
Bang Bang Racing,2012-06-05,3.13,,None
You Must Build A Boat,2015-06-04,3.58,71.0,None
RPG Maker MV,2015-10-23,3.76,,None
The Adventures of Tree,2016-03-01,2.0,,None
Copa Petrobras de Marcas,2015-04-08,2.67,,None
Bridge Constructor Playground,2012-12-20,3.36,,None
Quest for Infamy,2014-07-09,0.0,63.0,None
Dracula 2: The Last Sanctuary,2013-10-19,3.0,68.0,None
Fantastic Checkers 2,2016-08-18,2.0,,None
Ludo Supremo,2016-06-08,1.71,,None
Gunnheim,2015-10-16,2.33,,None
Zombie Tycoon 2: Brainhov's Revenge,2013-04-30,2.21,,None
Kitty Cat: Jigsaw Puzzles,2016-07-18,1.88,,None
Fabulous Food Truck,2016-07-21,2.11,,None
Montague's Mount,2013-10-08,2.64,39.0,None
Sins of a Dark Age,2014-03-14,2.5,,None
Cubemen 2,2013-04-08,0.0,68.0,None
REVOLVER360 RE:ACTOR,2014-10-20,2.83,,None
Port of Call,2015-08-28,2.92,,None
"Warhammer 40,000: Regicide",2015-09-08,3.23,72.0,None
Level 22: Gary’s Misadventure - 2016 Edition,2016-01-28,2.69,,None
CUPID - A free to play Visual Novel,2016-03-04,3.26,,None
FaeVerse Alchemy,2014-04-02,1.9,,Everyone
Super Amazing Wagon Adventure,2013-10-17,3.6,,None
Ghost 1.0,2016-06-06,3.73,,Everyone 10+
