,Name,Platform,Year of Release,Genre,Publisher,NA Sales,EU Sales,JP Sales,Other Sales,Global Sales,Critic Score,Critic Count,User Score,User Count,Developer,Rating
14765,The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,
14769,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.03,0.0,0.0,7.3,4.0,Cauldron Ltd.,T
14770,Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14775,Loading Human,PS4,2016,Adventure,FuRyu Corporation,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,
14779,Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14785,Botanicula,PC,2012,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,82.0,38.0,8.3,341.0,Amanita Design,
14800,Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14801,MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,58.0,4.0,3.5,4.0,Nordic Games Publishing,E
14803,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14804,Kisuato,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14811,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14813,XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0.0,0.01,0.0,0.03,43.0,5.0,7.4,24.0,Arc System Works,M
14818,Dream Girl Premier,3DS,2015,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14825,Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14826,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14829,Putty Squad,PSV,2013,Platform,System 3,0.01,0.01,0.0,0.01,0.03,0.0,0.0,8.2,6.0,System 3,E10+
14838,Dead Rising 2,PS4,2016,Action,Capcom,0.01,0.0,0.01,0.0,0.03,82.0,4.0,6.6,8.0,Blue Castle Games,M
14841,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14842,Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,Freedom Factory Studios,T
14843,Steins;Gate 0,PS3,2015,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14844,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,0.0,0.0,8.8,4.0,"Activision, Behaviour Interactive",E
14847,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14849,Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14853,Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,Wicked Witch Software,
14868,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0.0,0.0,0.0,0.03,45.0,4.0,0.0,0.0,Rainbow Studios,
14869,AMNESIA World,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14872,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.03,68.0,12.0,7.4,55.0,Spiders,M
14873,Resident Evil 5 HD,PS4,2016,Action,Capcom,0.02,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,,
14874,Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.01,0.01,0.0,0.01,0.03,0.0,0.0,8.3,8.0,Acquire,T
14875,Teddy Together,3DS,2016,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,Arika,
14884,Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14887,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14892,One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14894,The Legend of Korra (3DS),3DS,2014,Strategy,Activision,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,
14899,Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14901,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03,59.0,4.0,6.6,19.0,"Activision, Behaviour Interactive",E
14904,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0.0,0.0,0.0,0.03,57.0,11.0,7.8,9.0,Acquire,T
14908,Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14912,Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume,0.02,0.0,0.0,0.0,0.03,0.0,0.0,7.4,7.0,Natsume,E
14926,Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14937,Little Busters! Converted Edition,PSV,2012,Action,Prototype,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14942,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0.0,0.0,0.03,67.0,17.0,6.2,12.0,Microids,T
14946,Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,"Atari, Atari SA",E
14949,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14951,D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14957,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14958,Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,
14962,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14969,Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14971,Secrets of the Titanic,DS,2012,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,,
14972,Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03,54.0,6.0,6.2,11.0,Wizarbox,
14981,BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0.0,0.02,0.0,0.01,0.03,0.0,0.0,6.8,13.0,Arc System Works,T
14982,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0.0,0.02,0.0,0.0,0.03,62.0,22.0,6.4,11.0,"Neon Studios, Kaiko",E10+
14984,Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software,0.02,0.0,0.0,0.0,0.03,70.0,4.0,0.0,0.0,Gearbox Software,M
14985, Beyblade Burst,3DS,2016,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14990,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,,
14994,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
14996,Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15001,GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,78.0,35.0,6.2,257.0,Codemasters,E
15003,Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15007,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15014,Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15015,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15020,The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15021,Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,"Torus Games, Little Orbit",E
15023,Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games,0.02,0.0,0.0,0.0,0.02,67.0,8.0,0.0,0.0,Dracue,E10+
15028,Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15029,Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02,0.0,0.0,3.9,8.0,Monkey Bar Games,E
15031,Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15038,Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Wizarbox,
15040,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15042,Reco Love: Blue Ocean,PSV,2016,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15048,Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,86.0,14.0,7.7,255.0,Square Enix,T
15049,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,58.0,22.0,7.1,81.0,Compile Heart,T
15051,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15054,Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0.0,0.01,0.0,0.02,0.0,0.0,8.2,72.0,Square Enix,T
15055,Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15058,Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,"Atari, Atari SA",E
15076,Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0.0,0.0,0.02,65.0,11.0,5.3,4.0,Capcom,T
15087,Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,0.0,0.0,7.6,7.0,Big Ant Studios,E
15088,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15099,Winning Post 8 2015,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15103,La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15110,Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15116,Urakata Hakuoki,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15117,Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,62.0,31.0,6.5,36.0,The Tangentlemen,M
15120,Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,0.0,0.0,7.0,4.0,Big Ant Studios,E
15126,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15131,Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Acquire,T
15135,Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15139,Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15144,Rugby Challenge 3,X360,2016,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Wicked Witch Software,E
15145,Toukiden 2,PS3,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15150,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15166,Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15167,HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15168,QUIZ PARTY,Wii,2012,Misc,Nintendo,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15177,Anima - Gate of Memories,PS4,2016,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,52.0,13.0,7.9,34.0,"Edge Entertainment, Anima Project",T
15182,Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,78.0,11.0,8.0,58.0,Haemimont,T
15186,Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15187,Geten no Hana,PSP,2013,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15200,Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02,64.0,11.0,7.3,10.0,5pb,T
15204,Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Avanquest Software,
15212,Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15213,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,81.0,34.0,9.0,76.0,NATSUME ATARI Inc.,T
15217,To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15222,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15227,Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Wizarbox,
15229,Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,31.0,22.0,4.5,66.0,"The Digital Lounge, Dino Dini",
15231,Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15233,Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,0.02,0.0,0.0,0.0,0.02,0.0,0.0,5.5,8.0,Game Machine Studios,E
15234,Ukiyo no Roushi,PSV,2015,Action,Unknown,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15235,Uta Kumi 575,PSV,2014,Misc,Sega,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15237,Street Fighter X Tekken,PC,2012,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02,79.0,8.0,6.4,134.0,"Capcom, QLOC",T
15242,Jewel Match 2,DS,2012,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15244,Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02,0.0,0.0,4.3,7.0,HB Studios Multimedia,E
15248,Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15256,Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15258,Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,78.0,11.0,7.8,186.0,PopCap,E10+
15273,F1 Race Stars,PC,2012,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,62.0,8.0,5.4,46.0,Codemasters,E
15275,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0.0,0.0,0.02,0.0,0.0,7.0,5.0,Infinity Ward,M
15276,Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15279,Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15291,X3: Terran War Pack,PC,2012,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15296,Azada,3DS,2012,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Engine Software,E
15297,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15301,Genroh,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15305,Kannou Mukashi Banashi Portable,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15308,Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15310,UnchainBlades EXXiV,3DS,2012,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15316,Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15317,The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15336,Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15351,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15353,Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15354,Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,Alternative Software,
15361,Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.02,55.0,19.0,4.7,34.0,"Mediascape, CUBETYPE",E10+
15366,Atari Flashback Classics: Volume 1,XOne,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,"Atari, Atari SA",E
15373,Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15378,Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.02,0.0,0.0,7.5,10.0,Telltale Games,
15379,Sniper Elite V2,WiiU,2013,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02,58.0,5.0,5.8,30.0,Rebellion,M
15381,Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15385,Paragon,PS4,2016,Action,Epic Games,0.02,0.0,0.0,0.0,0.02,0.0,0.0,6.1,96.0,Epic Games,
15392,Robotics;Notes,X360,2012,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15398,Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15403,Atari Flashback Classics: Volume 2,XOne,2016,Misc,Atari,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,"Atari, Atari SA",E
15405,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15408,Sacred 3,PC,2014,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02,57.0,47.0,1.4,544.0,Deep Silver,M
15409,Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,69.0,9.0,3.7,137.0,Konami,E
15418,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,65.0,20.0,7.3,23.0,Nippon Ichi Software,T
15420,Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.02,0.0,0.0,0.0,0.02,63.0,4.0,6.2,5.0,Arc System Works,M
15426,Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15427,Gal Gun,PS3,2012,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15430,Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15431,Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15433,The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15434,Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15437,Net High,PSV,2015,Adventure,Marvelous Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15439,Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15447,Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15454,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15458,Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0.0,0.0,0.02,52.0,15.0,7.1,12.0,Stainless Games,M
15461,UnchainBlades EXXiV,PSP,2012,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15463,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15469,Resident Evil 4 HD,XOne,2016,Shooter,Capcom,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15475,Fast & Furious: Showdown,PS3,2013,Action,Activision,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,,
15481,Samurai & Dragons,PSV,2012,Action,Sega,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15485,RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0.0,0.02,0.0,0.0,0.02,43.0,7.0,2.4,31.0,Nvizzio Creations,E
15486,Oil Rush,PC,2012,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,67.0,23.0,6.5,55.0,"Unigine Corp, Russia",
15488,Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0.0,0.0,0.0,0.02,0.0,0.0,5.8,12.0,Omega Force,T
15489,Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0.0,0.0,0.0,0.02,79.0,9.0,8.5,15.0,Nordic Games Publishing,M
15491,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,66.0,15.0,8.5,144.0,Artefacts Studio,
15492,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15497,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,,
15498,Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0.0,0.02,0.0,0.0,0.02,73.0,17.0,5.4,52.0,Nixxes Software,T
